transcript_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
nDi.2.2.2.t00799,20.231196189323605,-5.4641416909212825,1.2297757916381293,1.7788991386263246e-6,4.190295748764231e-5
nDi.2.2.2.t01717,34.92358637025193,-3.4527731585799866,0.8309477554120158,1.8342256346101974e-6,4.261433803149171e-5
nDi.2.2.2.t05768,16.906277715448063,-5.0938390380554415,1.1624072061340354,1.828384784621087e-6,4.261433803149171e-5
nDi.2.2.2.t02122,14.11731733290583,-5.661475861692884,1.337156015634853,2.0222671506230844e-6,4.6663470577642876e-5
nDi.2.2.2.t02679,157.90341186377043,-2.6206643863795236,0.6169353624842576,2.3500682158698755e-6,5.349953951832629e-5
nDi.2.2.2.t07859,15.024441395193561,-6.521250242420701,1.6035442322528768,2.3434736445145062e-6,5.349953951832629e-5
nDi.2.2.2.t03332,17.234941616519333,-4.072056014766104,0.9678303693343384,2.4773012784000572e-6,5.602003957555329e-5
nDi.2.2.2.t07687,39.921663533729394,4.628743684529929,1.058275835453708,2.5004378357387766e-6,5.616877575381411e-5
nDi.2.2.2.t07202,43.87201268703351,4.471457900586164,1.0482015580210577,2.705903230192922e-6,6.038436682114731e-5
nDi.2.2.2.t04817,50.98380697968157,4.308644261472358,1.0050549837288685,2.7564291306771118e-6,6.110985366834485e-5
nDi.2.2.2.t02530,43.36625992417984,-2.8706123433224304,0.6843938322318622,2.8375353822194617e-06,6.249948062654815e-5
nDi.2.2.2.t01010,54.487173074675,-2.769400156359808,0.6623114249062448,2.913622700781526e-6,6.376134323258668e-5
nDi.2.2.2.t07380,12.856336062836856,-8.506451851172304,3.040319166962346,3.0336922991232666e-6,6.596336076042385e-5
nDi.2.2.2.t05419,43.10504099651689,5.149243285406884,1.1868524587576275,3.0690375667544864e-6,6.630684984988037e-5
nDi.2.2.2.t08795,52.83112667321401,4.0686059809237,0.9726270173650591,3.095383090415315e-6,6.645278128284019e-5
nDi.2.2.2.t03719,41.987873610919394,4.454420595097614,1.0409113004958213,3.1423748100276002e-6,6.70373292805888e-5
nDi.2.2.2.t04353,11.91045147676604,-8.44325877511476,3.0299714944419174,3.350367813576423e-6,7.058663120280265e-5
nDi.2.2.2.t10193,27.691550184612467,7.599915401225943,2.7395407707074106,3.341035410992507e-6,7.058663120280265e-5
nDi.2.2.2.t08995,46.01604340506148,4.410847007574661,1.0579012335285918,3.4155402662202983e-06,7.151550977172378e-5
nDi.2.2.2.t07892,15.02206117243485,-8.338708773106388,3.0114325031627596,3.666161065929513e-6,7.629213702842276e-5
nDi.2.2.2.t10197,12.393757804158637,-6.4310098099397415,1.6351330324238147,3.7666938682214725e-6,7.790625366467826e-5
nDi.2.2.2.t02670,47.11702763054838,3.6318712617754065,0.8871715643210655,4.115887967615733e-6,8.461267870395494e-5
nDi.2.2.2.t12386,10.09911573607481,-8.24636108160914,2.9921656141241715,4.241528462511869e-6,8.66702683424112e-5
nDi.2.2.2.t00778,15.698978206253546,-7.8967203414754135,2.8735096158608644,4.281352490217236e-6,8.680062621964643e-5
nDi.2.2.2.t01923,16.976066894437704,-4.602196766044107,1.115066986046862,4.3246774266274315e-6,8.680062621964643e-5
nDi.2.2.2.t03639,43.30940818392857,4.517226145441808,1.071069078853269,4.309985956275405e-6,8.680062621964643e-5
nDi.2.2.2.t05197,36.46286187105255,5.7184016183000805,1.4860062240604697,4.561712655340737e-6,9.101958427597518e-5
nDi.2.2.2.t11164,23.642035646583746,-4.401757514135434,1.1559073547783174,4.681055059874064e-6,9.285461264966563e-5
nDi.2.2.2.t09360,43.63603655496504,4.050566112148305,0.9662797630701635,4.76994824547363e-6,9.406781656189856e-5
nDi.2.2.2.t05123,14.151766144859538,-6.201880962338917,1.6628661793830082,4.82076389991533e-6,9.419951404070496e-5
nDi.2.2.2.t06677,16.31229657214952,-5.435775395852005,1.3108742217637173,4.832168467889936e-6,9.419951404070496e-5
nDi.2.2.2.t02690,249.84509840984333,-2.3610115037647215,0.5726609054739356,4.957026190105581e-6,9.60813304962179e-5
nDi.2.2.2.t12099,9.534999720013097,-8.189338593550458,2.992546029573931,5.251851263995819e-6,1.0121749708791943e-4
nDi.2.2.2.t06900,34.89029935061955,7.463892563155888,2.745082645371034,5.399224612831141e-6,1.0346988636566796e-4
nDi.2.2.2.t08831,60.93433326577831,4.4091393047619265,1.1974973599576468,5.746752039733228e-6,1.095111399931186e-4
nDi.2.2.2.t02705,32.34670960110941,-3.1996810732808894,0.7957112186320462,5.927164202066976e-6,1.1231810599671052e-4
nDi.2.2.2.t03043,36.33957832195912,4.318649078322051,1.0603377410669121,7.498221176157035e-6,1.4129981238624812e-4
nDi.2.2.2.t00496,18.243579830529388,-5.05210012900188,1.2450594007513411,7.909305818530146e-6,1.4822301290858702e-4
nDi.2.2.2.t01760,12.006606664768768,-6.047574772270372,1.648103954498724,8.161376144825069e-6,1.5210652683102547e-4
nDi.2.2.2.t07117,42.210991887104456,3.5751658627183396,0.886792889987913,8.34961114675542e-6,1.5476437710270155e-4
nDi.2.2.2.t00160,42.306153344755785,3.4947011317402055,0.8753242473065207,8.500093762987417e-6,1.5669738067420282e-4
nDi.2.2.2.t02877,44.4789402683641,3.8830848259309003,0.9866095022042062,8.931926281731255e-6,1.628876018689915e-4
nDi.2.2.2.t10317,8.690940024883453,-8.045310661221583,3.00146640527772,8.914504256107003e-6,1.628876018689915e-4
nDi.2.2.2.t08323,9.837541288303544,-8.054958878809531,3.0103562499307897,9.090228174304625e-6,1.6488798912963257e-4
nDi.2.2.2.t01159,13.054812866059363,-5.240946625798233,1.333672747210289,9.682433658848819e-6,1.7226663505836583e-4
nDi.2.2.2.t04299,50.19927732716397,-3.092825177184769,0.7881980903206811,9.634027311966348e-6,1.7226663505836583e-4
nDi.2.2.2.t05302,10.1741754845129,-7.899417046192083,2.963842327596783,9.677350495511962e-6,1.7226663505836583e-4
nDi.2.2.2.t11691,8.6951686828093,-7.9727020829122415,2.990614424438228,9.700155452873783e-6,1.7226663505836583e-4
nDi.2.2.2.t07956,42.142663351987125,3.2768001846395327,0.8275793120158942,9.973091291218936e-6,1.761912794782012e-4
nDi.2.2.2.t09063,20.72728401520883,-5.32377412418874,1.3331876046110427,1.062275226283705e-5,1.8669624702354027e-4
nDi.2.2.2.t07823,89.10969036557334,-2.9713490961557563,0.7665928194813858,1.1005794288516407e-5,1.9243120735385386e-4
nDi.2.2.2.t08626,9.375129568236893,-7.969084476659402,3.0202933652262502,1.1332322335751899e-5,1.970847799166422e-4
nDi.2.2.2.t11498,8.755861679352348,-7.9513273754368345,2.9992330171223207,1.1388153556504089e-5,1.970847799166422e-4
nDi.2.2.2.t04636,33.87836761850314,7.046061671643431,2.683750808125783,1.1545739474318207e-5,1.9879107871502032e-4
nDi.2.2.2.t05460,8.443575642422557,-7.8859934407531025,2.981645334017304,1.1603960373105548e-5,1.9879107871502032e-4
nDi.2.2.2.t08665,12.38247550453882,-7.780570135445613,2.9120835420147664,1.1834909214074962e-5,2.0172870378965964e-4
nDi.2.2.2.t02498,13.579612006145055,-4.780849548848255,1.2744165234012994,1.2430304433983617e-5,2.1081796320036216e-4
nDi.2.2.2.t02607,63.172525465316966,4.453029651717093,1.1499965318529766,1.3008504779592521e-5,2.1952660802178027e-4
nDi.2.2.2.t06599,77.81130191728487,-2.424326448408236,0.625316001849856,1.3401672008940727e-5,2.2504193789270766e-4
nDi.2.2.2.t05766,25.587608522444157,7.036474430022937,2.691948327813023,1.3654383868877039e-5,2.2815601026222128e-4
nDi.2.2.2.t07805,8.096969573182243,-7.693988408236605,2.9661935070368672,1.4649068962963039e-5,2.4357667609005212e-4
nDi.2.2.2.t07351,11.72222334194804,-4.953093063024901,1.2613188892589606,1.5358267064190296e-5,2.5412313113040724e-4
nDi.2.2.2.t00970,37.43355013193843,4.097745233383668,1.059342320660614,1.5901901836128093e-5,2.6057609192341305e-4
nDi.2.2.2.t06788,60.214600310996794,3.4405904111180425,0.8757464778120574,1.5838424715859375e-5,2.6057609192341305e-4
nDi.2.2.2.t04298,224.93580165848505,-2.1273940247988365,0.547541485678597,1.6508325200553107e-05,2.6921268788594293e-4
nDi.2.2.2.t09918,172.00011542231303,2.9205521972398683,0.7632604250855497,1.684915408143492e-5,2.734561274843409e-4
nDi.2.2.2.t05089,45.64269576490781,-2.7159782918426907,0.7208632301758622,1.9158033796488068e-5,3.094478601794644e-4
nDi.2.2.2.t07255,247.35333697310773,-2.7127888611182924,0.7312176509449788,1.9839189098911417e-5,3.1893141906875604e-4
nDi.2.2.2.t03395,16.078413091087292,-3.929950125500653,1.0373903882451165,2.0239885458221926e-5,3.238381673315508e-4
nDi.2.2.2.t09671,12.103568493851984,-4.522702159907184,1.2120779639620642,2.0537092374997144e-5,3.2705078561497803e-4
nDi.2.2.2.t08002,45.191232304674905,3.968056538034043,1.0276025956966373,2.0785986140444164e-5,3.294675934036757e-4
nDi.2.2.2.t00548,149.53192520230928,-2.7294540422014903,0.7351043727352188,2.1780217751013233e-5,3.425584285491326e-4
nDi.2.2.2.t06171,39.63186884603203,4.640841969613932,1.161731804721451,2.1813862195345707e-5,3.425584285491326e-4
nDi.2.2.2.t12136,9.590902776598684,-5.915073394018234,1.7249483721267416,2.203862485693912e-5,3.4449315905408986e-4
nDi.2.2.2.t04960,17.07937664928048,-3.5810989415039987,0.9714618091740935,2.2436628326341318e-5,3.4910570313279705e-4
nDi.2.2.2.t07362,6.130010040548269,-8.048517547758587,3.121626638772348,2.2843724885265384e-5,3.538169626064848e-4
nDi.2.2.2.t04331,41.14056634339736,5.505799685127713,1.4301981073557468,2.3011320940622464e-5,3.547927301390518e-4
nDi.2.2.2.t05652,11.236103027963651,-4.704595128131911,1.3100909554465798,2.629073594951415e-5,4.0352115991290497e-4
